,home_goals,home_pim,home_shots,home_powerPlayPercentage,home_powerPlayGoals,home_powerPlayOpportunities,home_faceOffWinPercentage,home_blocked,home_takeaways,home_giveaways,home_hits,away_goals,away_pim,away_shots,away_powerPlayPercentage,away_powerPlayGoals,away_powerPlayOpportunities,away_faceOffWinPercentage,away_blocked,away_takeaways,away_giveaways,away_hits
268,4,8,31,0.0,0,0,,0,0,0,0,4,4,33,25.0,0,0,,0,0,0,0
269,3,2,35,0.0,0,0,59.3,16,4,10,17,1,4,22,0.0,0,0,40.7,15,3,6,26
270,1,2,44,0.0,0,0,,12,5,11,16,4,6,32,0.0,0,0,,12,7,8,19
271,2,37,35,16.7,0,0,71.4,8,9,12,17,5,21,26,0.0,0,0,28.6,13,5,5,11
272,5,6,23,25.0,0,0,,0,0,0,0,3,8,32,33.3,0,0,,0,0,0,0
273,5,6,40,100.0,0,0,51.8,7,6,14,42,2,4,22,33.3,0,0,48.2,9,10,11,49
274,4,10,36,50.0,0,0,58.9,13,6,9,26,2,6,17,25.0,0,0,41.1,14,6,9,33
275,2,7,25,0.0,0,0,49.0,17,8,6,23,1,9,26,0.0,0,0,51.0,22,7,4,11
276,5,15,31,16.7,0,0,,14,3,15,13,1,17,25,20.0,0,0,,9,1,8,10
277,1,13,22,0.0,0,0,34.6,18,3,11,31,3,11,42,33.3,0,0,65.4,13,4,7,29
278,3,8,22,50.0,0,0,52.3,11,7,8,17,4,8,25,50.0,0,0,47.7,9,7,1,15
279,3,8,25,0.0,0,0,,0,0,0,0,2,6,36,0.0,0,0,,0,0,0,0
280,5,23,29,0.0,0,0,42.4,15,11,10,23,2,23,34,0.0,0,0,57.6,11,5,9,18
281,3,6,23,0.0,0,0,57.4,12,13,14,25,1,8,25,33.3,0,0,42.6,16,7,10,24
282,3,12,39,20.0,0,0,,0,0,0,0,1,10,36,0.0,0,0,,0,0,0,0
283,2,4,45,100.0,0,0,50.8,20,7,10,21,3,2,22,0.0,0,0,49.2,15,10,9,22
284,6,11,40,37.5,0,0,46.0,11,11,3,15,3,21,25,66.7,0,0,54.0,15,10,4,16
285,0,33,29,0.0,0,0,,11,1,11,13,5,12,28,11.1,0,0,,12,5,13,6
286,2,10,22,50.0,0,0,45.1,24,5,12,38,3,4,35,20.0,0,0,54.9,16,5,14,22
287,7,19,37,66.7,0,0,50.9,8,14,4,18,3,21,38,0.0,0,0,49.1,9,4,3,12
288,3,34,38,0.0,0,0,40.6,14,3,12,38,6,24,27,16.7,0,0,59.4,16,1,5,34
289,3,10,34,0.0,0,0,,7,15,12,25,3,10,24,20.0,0,0,,11,3,8,17
290,1,15,28,0.0,0,0,,0,0,0,0,2,19,43,33.3,0,0,,0,0,0,0
291,3,4,27,25.0,0,0,50.0,16,3,7,26,3,8,40,0.0,0,0,50.0,7,0,3,20
292,8,6,40,50.0,0,0,54.8,11,12,15,33,6,10,22,50.0,0,0,45.2,21,2,4,45
293,6,12,26,0.0,0,0,53.6,15,13,14,13,3,4,40,25.0,0,0,46.4,8,9,9,11
294,1,22,20,0.0,0,0,59.4,16,9,11,31,2,4,41,20.0,0,0,40.6,11,3,2,23
295,2,10,20,0.0,0,0,,0,0,0,0,2,6,31,0.0,0,0,,0,0,0,0
296,5,4,36,25.0,0,0,56.7,7,13,13,28,4,8,21,100.0,0,0,43.3,7,4,7,33
297,4,22,28,0.0,0,0,45.3,21,11,12,18,1,24,37,0.0,0,0,54.7,19,21,17,16
298,1,23,29,0.0,0,0,49.1,10,3,4,31,3,6,31,20.0,0,0,50.9,14,4,10,24
299,2,6,34,33.3,0,0,40.0,12,5,12,33,1,6,18,0.0,0,0,60.0,24,8,16,24
300,1,16,32,0.0,0,0,,0,0,0,0,4,24,30,0.0,0,0,,0,0,0,0
301,3,14,39,25.0,0,0,50.7,12,4,10,15,4,28,31,0.0,0,0,49.3,7,1,9,14
302,2,8,31,0.0,0,0,62.9,23,9,9,31,2,6,26,0.0,0,0,37.1,12,9,6,50
303,1,4,33,0.0,0,0,50.9,9,15,22,22,4,8,21,50.0,0,0,49.1,28,9,23,17
304,3,4,44,40.0,0,0,50.0,10,2,2,27,2,10,19,50.0,0,0,50.0,18,3,1,23
305,3,4,34,0.0,0,0,45.9,13,4,2,27,2,8,16,50.0,0,0,54.1,26,7,5,20
306,5,9,35,33.3,0,0,,0,0,0,0,2,11,20,50.0,0,0,,0,0,0,0
307,5,19,43,0.0,0,0,38.2,13,7,2,8,1,9,22,0.0,0,0,61.8,23,5,0,13
308,2,4,30,0.0,0,0,54.4,16,11,16,13,0,4,41,0.0,0,0,45.6,12,6,14,28
309,0,10,22,0.0,0,0,,0,0,0,0,2,12,37,33.3,0,0,,0,0,0,0
310,2,4,20,0.0,0,0,44.8,16,15,9,29,4,2,33,0.0,0,0,55.2,12,7,3,14
311,0,29,39,0.0,0,0,63.2,12,9,15,20,5,13,22,40.0,0,0,36.8,22,10,14,18
312,3,11,28,33.3,0,0,52.2,9,8,9,26,7,11,35,66.7,0,0,47.8,8,8,5,22
313,3,12,29,25.0,0,0,48.3,13,3,6,34,4,10,20,20.0,0,0,51.7,13,3,10,24
314,4,6,19,20.0,0,0,53.7,10,11,11,13,5,10,33,0.0,0,0,46.3,9,7,2,15
315,6,23,21,40.0,0,0,,0,0,0,0,4,20,37,16.7,0,0,,0,0,0,0
316,3,7,19,0.0,0,0,40.9,17,12,4,23,2,9,24,0.0,0,0,59.1,9,6,8,24
317,2,10,33,0.0,0,0,,11,21,8,12,1,10,29,0.0,0,0,,8,9,7,11
318,4,6,33,0.0,0,0,38.3,12,5,1,33,3,2,25,33.3,0,0,61.7,20,4,4,24
319,4,6,24,33.3,0,0,,0,0,0,0,2,6,22,33.3,0,0,,0,0,0,0
320,4,0,31,100.0,0,0,53.7,24,14,9,34,1,2,30,0.0,0,0,46.3,12,9,3,36
321,2,11,38,10.0,0,0,43.3,17,12,8,27,1,25,27,33.3,0,0,56.7,10,4,11,22
322,2,8,35,25.0,0,0,39.0,13,12,10,21,2,8,36,33.3,0,0,61.0,21,6,1,26
323,4,17,41,33.3,0,0,,5,6,18,15,7,21,16,60.0,0,0,,18,7,5,7
324,2,2,36,33.3,0,0,51.0,6,9,7,33,6,6,24,100.0,0,0,49.0,21,8,10,27
325,2,11,45,0.0,0,0,,0,0,0,0,1,19,20,0.0,0,0,,0,0,0,0
326,0,0,0,0.0,0,0,0.0,0,0,0,0,5,0,0,0.0,0,0,0.0,0,0,0,0
327,1,4,36,0.0,0,0,51.6,13,9,16,19,2,4,23,100.0,0,0,48.4,27,6,12,16
328,2,13,34,25.0,0,0,50.8,14,5,9,29,2,15,29,33.3,0,0,49.2,14,7,6,24
329,2,8,28,20.0,0,0,48.3,16,13,15,32,3,10,26,25.0,0,0,51.7,14,3,6,27
330,3,9,32,25.0,0,0,63.2,8,9,10,25,2,13,29,0.0,0,0,36.8,23,15,14,13
331,6,16,31,33.3,0,0,,16,10,14,13,2,8,33,16.7,0,0,,14,6,5,13
332,2,12,28,40.0,0,0,,0,0,0,0,2,12,33,20.0,0,0,,0,0,0,0
333,3,10,39,0.0,0,0,47.5,16,3,11,18,0,12,20,0.0,0,0,52.5,18,8,11,28
334,4,12,26,66.7,0,0,,11,12,8,15,3,10,37,0.0,0,0,,8,10,8,16
335,5,21,24,12.5,0,0,,8,8,14,30,2,37,23,16.7,0,0,,9,10,11,32
336,3,11,26,0.0,0,0,,6,4,2,17,7,17,35,33.3,0,0,,14,8,5,8
337,3,12,30,0.0,0,0,40.3,11,5,17,37,3,10,31,25.0,0,0,59.7,15,2,20,28
338,0,15,28,0.0,0,0,,0,0,0,0,3,17,24,0.0,0,0,,0,0,0,0
339,4,2,48,33.3,0,0,59.4,14,13,26,33,3,6,30,0.0,0,0,40.6,38,8,19,20
340,5,20,29,16.7,0,0,,0,0,0,0,3,18,25,28.6,0,0,,0,0,0,0
341,2,6,34,0.0,0,0,44.7,7,7,7,14,3,6,22,0.0,0,0,55.3,12,3,4,23
342,3,15,26,0.0,0,0,52.5,12,7,19,15,6,15,47,50.0,0,0,47.5,12,12,7,16
343,0,0,0,0.0,0,0,,0,0,0,0,0,0,0,0.0,0,0,,0,0,0,0
344,5,8,29,20.0,0,0,,6,9,5,14,4,12,20,0.0,0,0,,11,6,0,20
345,1,8,27,33.3,0,0,53.1,9,2,11,12,3,10,22,33.3,0,0,46.9,11,1,8,31
346,4,30,31,20.0,0,0,63.8,14,5,8,33,0,36,31,0.0,0,0,36.2,9,4,2,27
347,1,24,25,20.0,0,0,,12,6,7,12,2,20,18,12.5,0,0,,17,3,3,3
348,2,6,36,100.0,0,0,34.4,21,12,22,21,4,2,42,0.0,0,0,65.6,17,11,13,24
349,0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0.0,0,0,0,0
350,7,39,28,40.0,0,0,,15,14,17,24,1,39,48,0.0,0,0,,15,7,7,25
351,2,24,18,33.3,0,0,,15,5,10,28,4,6,30,0.0,0,0,,12,8,11,20
352,3,12,25,0.0,0,0,47.7,16,5,16,33,3,12,47,0.0,0,0,52.3,17,4,7,9
353,3,6,27,0.0,0,0,54.4,23,8,18,14,0,8,29,0.0,0,0,45.6,10,4,12,35
354,3,10,20,20.0,0,0,,0,0,0,0,3,12,38,25.0,0,0,,0,0,0,0
355,2,6,24,50.0,0,0,53.6,14,11,7,23,2,4,29,0.0,0,0,46.4,10,4,2,22
356,1,15,29,0.0,0,0,,0,0,0,0,4,21,27,0.0,0,0,,0,0,0,0
357,2,2,42,0.0,0,0,57.1,13,9,8,42,3,8,28,0.0,0,0,42.9,28,5,10,23
358,6,10,32,42.9,0,0,,20,8,22,19,4,16,32,25.0,0,0,,13,4,12,17
359,3,35,29,0.0,0,0,,8,7,9,9,3,23,27,25.0,0,0,,9,5,4,8
360,3,16,21,33.3,0,0,53.4,19,4,6,38,6,16,27,66.7,0,0,46.6,16,9,2,40
361,3,6,33,33.3,0,0,39.3,4,6,3,11,5,6,30,33.3,0,0,60.7,17,2,1,8
362,3,9,21,100.0,0,0,,24,3,22,17,2,7,48,50.0,0,0,,10,5,8,15
363,4,23,35,0.0,0,0,,0,0,0,0,3,15,35,28.6,0,0,,0,0,0,0
364,3,2,40,0.0,0,0,46.9,7,9,13,25,2,6,24,0.0,0,0,53.1,14,6,9,32
365,6,6,37,42.9,0,0,51.2,11,5,5,15,4,14,42,33.3,0,0,48.8,14,3,2,30
366,2,23,27,25.0,0,0,,0,0,0,0,4,22,23,40.0,0,0,,0,0,0,0
367,1,6,22,0.0,0,0,56.0,15,9,12,28,1,6,36,0.0,0,0,44.0,16,8,6,14
368,1,6,31,0.0,0,0,,0,0,0,0,5,6,27,0.0,0,0,,0,0,0,0
369,6,8,38,25.0,0,0,50.7,11,10,8,8,5,8,26,50.0,0,0,49.3,15,12,3,12
370,2,11,25,50.0,0,0,58.6,19,4,9,30,2,9,35,0.0,0,0,41.4,17,7,8,27
371,3,17,26,28.6,0,0,,10,2,14,21,2,21,24,0.0,0,0,,12,4,14,21
372,0,4,30,0.0,0,0,54.9,9,9,12,24,2,6,30,0.0,0,0,45.1,17,4,10,24
373,3,6,31,0.0,0,0,47.5,8,13,17,20,2,8,24,50.0,0,0,52.5,16,16,12,27
374,4,26,28,25.0,0,0,,25,11,9,33,1,36,31,12.5,0,0,,13,6,7,21
375,1,6,31,0.0,0,0,,0,0,0,0,1,4,21,0.0,0,0,,0,0,0,0
376,1,4,32,0.0,0,0,52.6,26,14,17,34,3,0,40,0.0,0,0,47.4,17,9,16,20
377,2,12,29,0.0,0,0,,0,0,0,0,2,8,31,0.0,0,0,,0,0,0,0
378,3,8,21,100.0,0,0,56.9,10,7,12,17,0,2,41,0.0,0,0,43.1,11,7,10,6
379,2,4,34,14.3,0,0,52.5,16,7,7,28,0,16,17,0.0,0,0,47.5,19,4,1,22
380,3,8,30,50.0,0,0,,0,0,0,0,2,8,21,0.0,0,0,,0,0,0,0
381,4,6,32,0.0,0,0,51.7,15,9,9,23,5,6,27,33.3,0,0,48.3,19,8,12,13
382,3,20,24,15.4,0,0,,5,0,10,24,1,32,26,0.0,0,0,,15,1,1,21
383,2,23,30,0.0,0,0,56.7,25,7,14,37,1,13,29,0.0,0,0,43.3,7,11,10,31
384,1,8,42,16.7,0,0,,11,3,2,23,4,12,26,0.0,0,0,,12,6,3,19
385,7,18,22,0.0,0,0,41.8,8,7,7,22,4,14,33,0.0,0,0,58.2,10,8,5,29
386,1,9,39,0.0,0,0,63.2,9,2,10,16,4,13,16,50.0,0,0,36.8,16,4,17,15
387,4,21,29,33.3,0,0,,0,0,0,0,1,8,17,0.0,0,0,,0,0,0,0
388,6,10,35,50.0,0,0,50.0,14,8,12,26,2,4,27,40.0,0,0,50.0,11,10,10,34
389,3,23,27,33.3,0,0,,11,5,5,32,3,21,26,25.0,0,0,,6,5,3,19
390,3,6,29,20.0,0,0,46.2,12,3,10,17,0,10,29,0.0,0,0,53.8,18,5,7,11
391,2,11,27,20.0,0,0,,9,5,12,25,5,17,24,50.0,0,0,,10,3,5,13
392,4,24,23,0.0,0,0,44.4,10,3,4,18,0,20,23,0.0,0,0,55.6,10,2,4,17
393,6,58,32,25.0,0,0,47.1,13,12,12,24,3,40,32,50.0,0,0,52.9,8,26,9,21
394,5,6,34,20.0,0,0,60.3,18,7,9,24,4,14,43,0.0,0,0,39.7,5,5,6,29
395,1,4,31,0.0,0,0,41.4,17,6,11,38,4,4,22,50.0,0,0,58.6,20,1,9,18
396,4,23,27,0.0,0,0,61.0,15,9,8,35,2,13,26,0.0,0,0,39.0,19,8,8,27
397,7,15,33,0.0,0,0,,13,6,11,18,3,15,42,0.0,0,0,,7,7,6,22
398,0,6,27,0.0,0,0,41.7,11,5,9,22,3,8,27,0.0,0,0,58.3,17,3,16,27
399,2,9,38,33.3,0,0,51.5,20,2,13,14,3,13,22,0.0,0,0,48.5,18,2,9,16
400,1,20,29,0.0,0,0,,8,5,17,34,2,16,29,66.7,0,0,,12,3,15,35
401,2,6,21,0.0,0,0,55.6,12,1,12,34,3,10,33,0.0,0,0,44.4,15,2,10,21
402,3,14,27,28.6,0,0,,0,0,0,0,2,14,21,33.3,0,0,,0,0,0,0
403,4,4,41,0.0,0,0,56.1,17,12,12,30,1,2,26,0.0,0,0,43.9,16,8,15,39
404,4,8,18,0.0,0,0,59.4,13,13,12,27,2,4,29,0.0,0,0,40.6,12,10,4,25
405,3,8,44,50.0,0,0,49.2,12,4,15,35,2,10,39,0.0,0,0,50.8,10,0,12,28
406,3,13,13,33.3,0,0,,27,4,12,21,1,11,15,0.0,0,0,,11,5,14,20
407,0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0.0,0,0,0,0
408,2,4,27,25.0,0,0,,7,9,9,13,3,8,33,0.0,0,0,,11,4,6,18
409,1,12,30,16.7,0,0,,10,16,15,10,0,28,38,0.0,0,0,,8,9,15,7
410,3,6,14,33.3,0,0,60.0,14,4,6,23,1,8,27,0.0,0,0,40.0,10,6,5,26
411,3,16,33,0.0,0,0,36.2,9,9,8,25,6,16,22,50.0,0,0,63.8,8,10,14,27
412,2,2,30,0.0,0,0,48.1,24,7,14,30,1,0,33,0.0,0,0,51.9,8,4,3,24
413,4,16,29,20.0,0,0,,17,9,10,22,2,10,40,12.5,0,0,,14,6,5,11
414,3,8,20,28.6,0,0,,12,9,12,20,2,14,19,25.0,0,0,,2,6,10,27
415,2,6,30,0.0,0,0,51.0,15,7,10,24,1,6,32,50.0,0,0,49.0,14,8,9,23
416,4,10,29,100.0,0,0,,22,12,8,15,1,8,24,0.0,0,0,,24,4,8,13
417,5,15,38,50.0,0,0,52.4,8,12,10,24,6,11,20,50.0,0,0,47.6,11,10,6,24
418,3,6,28,0.0,0,0,47.4,28,4,14,24,2,6,34,0.0,0,0,52.6,15,1,11,24
419,1,6,25,0.0,0,0,38.5,22,10,16,43,4,2,31,0.0,0,0,61.5,13,8,14,32
420,3,6,29,0.0,0,0,38.2,27,13,8,35,2,14,23,0.0,0,0,61.8,17,8,11,37
421,1,4,27,0.0,0,0,54.9,27,8,3,29,1,4,38,0.0,0,0,45.1,10,5,3,27
422,2,17,38,25.0,0,0,,0,0,0,0,6,27,32,33.3,0,0,,0,0,0,0
423,3,4,32,0.0,0,0,35.2,13,10,5,34,3,0,39,0.0,0,0,64.8,14,8,7,22
424,4,18,31,40.0,0,0,64.4,13,10,5,41,3,14,33,42.9,0,0,35.6,11,6,6,38
425,2,10,26,0.0,0,0,,8,10,13,25,4,8,35,0.0,0,0,,10,5,10,9
426,2,16,40,0.0,0,0,,0,0,0,0,2,18,37,0.0,0,0,,0,0,0,0
427,4,2,38,0.0,0,0,54.2,6,7,4,19,3,2,31,0.0,0,0,45.8,7,7,9,23
428,2,13,36,0.0,0,0,57.6,11,11,9,33,5,9,23,33.3,0,0,42.4,21,7,11,31
429,7,12,39,28.6,0,0,56.2,11,14,11,21,1,28,26,0.0,0,0,43.8,18,20,11,21
430,1,18,21,0.0,0,0,,9,6,10,17,4,26,30,25.0,0,0,,15,11,12,35
431,2,40,36,14.3,0,0,,18,15,19,12,3,36,40,50.0,0,0,,13,6,10,11
432,5,6,32,0.0,0,0,42.9,12,4,5,23,2,4,26,0.0,0,0,57.1,15,1,5,18
433,6,8,33,42.9,0,0,,0,0,0,0,3,16,29,0.0,0,0,,0,0,0,0
434,6,10,25,0.0,0,0,54.7,16,8,6,16,4,8,35,25.0,0,0,45.3,6,5,2,31
435,2,4,34,0.0,0,0,42.4,16,8,12,20,4,6,27,100.0,0,0,57.6,12,7,5,16
436,1,12,28,0.0,0,0,,0,0,0,0,2,8,27,16.7,0,0,,0,0,0,0
437,1,10,38,0.0,0,0,58.1,6,2,10,30,3,8,30,20.0,0,0,41.9,17,1,8,29
438,1,15,36,0.0,0,0,64.2,11,10,7,26,5,17,28,0.0,0,0,35.8,17,9,6,26
439,4,9,27,50.0,0,0,37.5,19,12,7,17,1,9,40,50.0,0,0,62.5,11,3,7,11
440,3,8,30,20.0,0,0,48.4,11,2,7,27,2,10,34,25.0,0,0,51.6,14,3,5,18
441,2,4,25,0.0,0,0,51.8,17,10,11,26,4,6,27,0.0,0,0,48.2,24,15,10,20
442,3,6,22,25.0,0,0,,17,10,9,18,4,8,27,66.7,0,0,,7,8,3,11
443,2,28,29,16.7,0,0,67.3,15,3,10,25,1,26,26,0.0,0,0,32.7,16,5,8,20
444,3,10,27,0.0,0,0,42.2,11,14,14,47,6,8,28,0.0,0,0,57.8,24,13,12,39
445,3,11,33,0.0,0,0,43.1,19,10,10,22,1,11,30,0.0,0,0,56.9,13,11,5,16
446,2,12,28,0.0,0,0,,0,0,0,0,5,8,27,20.0,0,0,,0,0,0,0
447,4,10,33,0.0,0,0,,13,10,13,17,1,8,36,25.0,0,0,,18,5,7,18
448,1,2,50,14.3,0,0,56.5,11,8,9,14,2,14,18,0.0,0,0,43.5,30,3,3,17
449,1,29,25,0.0,0,0,53.3,4,9,7,27,4,29,28,40.0,0,0,46.7,20,11,5,21
450,0,7,45,0.0,0,0,53.8,10,2,7,18,3,9,25,0.0,0,0,46.2,23,10,7,22
451,8,15,29,0.0,0,0,,8,4,8,13,4,13,32,20.0,0,0,,10,2,4,19
452,4,19,29,20.0,0,0,64.3,8,6,5,20,1,19,29,20.0,0,0,35.7,16,3,4,22
453,4,27,37,33.3,0,0,49.2,15,10,4,17,3,16,32,40.0,0,0,50.8,12,11,5,12
454,6,12,27,16.7,0,0,,14,10,13,20,2,28,24,0.0,0,0,,13,8,4,11
455,2,17,35,0.0,0,0,51.1,16,14,13,21,3,10,30,0.0,0,0,48.9,14,12,2,19
456,1,8,30,20.0,0,0,56.1,6,5,6,22,3,10,35,0.0,0,0,43.9,13,2,2,20
457,4,4,47,16.7,0,0,,0,0,0,0,2,14,15,0.0,0,0,,0,0,0,0
458,1,15,30,20.0,0,0,58.0,18,17,13,18,3,15,30,0.0,0,0,42.0,12,13,3,8
459,2,21,31,20.0,0,0,,22,12,9,26,4,19,26,16.7,0,0,,21,19,8,16
460,5,9,24,100.0,0,0,54.4,22,10,20,42,2,7,27,0.0,0,0,45.6,16,11,12,25
461,2,15,27,0.0,0,0,,14,4,2,27,3,13,19,33.3,0,0,,15,4,1,22
462,2,29,23,0.0,0,0,52.6,12,7,7,20,7,25,30,50.0,0,0,47.4,16,9,5,18
463,5,34,31,40.0,0,0,61.7,14,6,3,22,3,28,36,0.0,0,0,38.3,12,0,4,11
464,6,10,25,50.0,0,0,,0,0,0,0,2,12,35,20.0,0,0,,0,0,0,0
465,3,17,35,25.0,0,0,,13,6,13,33,4,23,29,0.0,0,0,,24,10,10,27
466,2,9,20,0.0,0,0,40.0,9,1,9,29,4,9,26,50.0,0,0,60.0,15,4,6,19
467,2,6,37,100.0,0,0,50.0,21,4,4,17,1,4,27,0.0,0,0,50.0,23,2,6,17
468,2,11,26,25.0,0,0,41.3,22,13,13,15,1,13,24,0.0,0,0,58.7,13,3,5,13
469,4,24,34,0.0,0,0,50.7,5,7,5,26,5,20,22,42.9,0,0,49.3,18,2,2,18
470,6,4,30,0.0,0,0,50.0,13,12,5,34,2,4,28,0.0,0,0,50.0,11,5,8,25
471,6,11,28,40.0,0,0,,17,10,16,6,2,25,27,0.0,0,0,,19,5,16,16
472,4,6,23,0.0,0,0,,0,0,0,0,1,6,23,0.0,0,0,,0,0,0,0
473,1,2,32,0.0,0,0,,0,0,0,0,2,6,26,0.0,0,0,,0,0,0,0
474,5,8,26,50.0,0,0,57.6,7,5,2,16,1,4,19,0.0,0,0,42.4,14,7,7,15
475,3,8,33,0.0,0,0,48.4,20,7,9,11,0,12,30,0.0,0,0,51.6,15,6,3,10
476,5,4,33,66.7,0,0,59.0,21,18,16,23,2,8,19,0.0,0,0,41.0,20,6,16,21
477,2,6,18,20.0,0,0,,0,0,0,0,3,10,23,33.3,0,0,,0,0,0,0
478,2,8,23,20.0,0,0,,0,0,0,0,1,10,27,0.0,0,0,,0,0,0,0
479,1,21,21,0.0,0,0,45.1,12,2,9,37,4,15,36,0.0,0,0,54.9,16,4,4,43
480,3,21,38,33.3,0,0,,6,6,14,18,6,17,25,40.0,0,0,,20,2,7,27
481,3,8,32,25.0,0,0,44.8,14,6,15,19,1,8,33,0.0,0,0,55.2,13,6,7,12
482,4,13,30,0.0,0,0,36.4,14,11,9,13,7,13,36,0.0,0,0,63.6,14,9,5,20
483,0,0,0,0.0,0,0,,0,0,0,0,0,0,0,0.0,0,0,,0,0,0,0
484,3,8,43,25.0,0,0,47.2,11,13,4,24,2,8,24,0.0,0,0,52.8,20,9,5,19
485,5,25,38,16.7,0,0,,0,0,0,0,1,17,22,0.0,0,0,,0,0,0,0
486,4,6,26,25.0,0,0,46.4,15,11,17,27,3,8,31,33.3,0,0,53.6,13,4,9,18
487,1,4,27,25.0,0,0,,0,0,0,0,2,8,28,0.0,0,0,,0,0,0,0
488,2,6,24,0.0,0,0,68.5,10,7,13,45,5,2,24,66.7,0,0,31.5,14,6,5,24
489,5,6,49,25.0,0,0,55.9,10,11,18,20,2,18,32,0.0,0,0,44.1,18,4,10,24
490,3,7,33,50.0,0,0,41.1,21,7,11,46,1,9,29,0.0,0,0,58.9,18,2,6,33
491,3,16,33,40.0,0,0,55.8,19,2,15,22,5,16,35,40.0,0,0,44.2,21,8,10,18
492,5,8,36,50.0,0,0,40.3,12,9,12,12,1,10,29,0.0,0,0,59.7,16,5,10,13
493,5,10,22,100.0,0,0,45.1,14,10,6,14,1,4,28,0.0,0,0,54.9,18,5,8,23
494,3,10,45,12.5,0,0,,0,0,0,0,3,16,29,20.0,0,0,,0,0,0,0
495,3,2,42,25.0,0,0,51.7,6,10,15,28,2,8,16,0.0,0,0,48.3,4,5,8,27
496,3,0,32,25.0,0,0,52.2,26,16,17,14,2,8,24,0.0,0,0,47.8,21,12,9,18
497,7,8,38,0.0,0,0,48.6,10,4,3,26,3,4,33,25.0,0,0,51.4,9,3,2,23
498,3,4,28,66.7,0,0,50.0,5,4,12,22,5,6,28,50.0,0,0,50.0,14,2,9,20
499,3,4,40,0.0,0,0,,22,3,12,10,1,4,32,0.0,0,0,,14,4,7,27
500,4,6,40,20.0,0,0,55.0,17,6,7,15,1,10,22,0.0,0,0,45.0,17,7,6,18
501,4,10,27,50.0,0,0,48.4,8,10,15,21,2,10,19,0.0,0,0,51.6,5,6,4,15
502,5,39,34,25.0,0,0,,22,4,7,32,4,35,35,16.7,0,0,,22,5,5,17
503,1,6,33,0.0,0,0,46.3,13,8,9,26,1,6,38,0.0,0,0,53.7,20,9,20,28
504,4,6,43,0.0,0,0,46.7,13,12,15,27,3,4,20,66.7,0,0,53.3,27,10,11,35
505,6,22,33,0.0,0,0,51.8,23,5,9,31,3,16,29,0.0,0,0,48.2,11,9,5,17
506,3,6,45,0.0,0,0,50.8,23,6,7,15,2,2,32,0.0,0,0,49.2,20,8,5,27
507,4,28,35,20.0,0,0,,6,10,13,18,4,20,23,0.0,0,0,,15,7,13,34
508,5,8,23,100.0,0,0,,28,9,16,48,3,6,28,0.0,0,0,,13,4,10,39
509,5,10,32,33.3,0,0,53.6,15,9,8,24,3,8,45,0.0,0,0,46.4,14,11,8,14
510,2,6,32,25.0,0,0,,0,0,0,0,3,8,22,0.0,0,0,,0,0,0,0
511,3,2,26,50.0,0,0,49.2,24,5,18,23,0,4,34,0.0,0,0,50.8,16,4,16,42
512,5,8,30,33.3,0,0,61.0,15,7,6,17,2,6,37,0.0,0,0,39.0,15,6,8,14
513,0,2,30,0.0,0,0,61.4,19,11,12,25,2,6,30,0.0,0,0,38.6,14,7,6,25
514,4,22,33,28.6,0,0,,0,0,0,0,2,26,10,40.0,0,0,,0,0,0,0
515,5,4,40,0.0,0,0,53.0,13,8,7,19,3,2,33,0.0,0,0,47.0,10,6,12,32
516,3,11,28,50.0,0,0,61.7,19,11,6,19,4,9,27,33.3,0,0,38.3,11,8,2,17
517,1,2,30,0.0,0,0,56.9,16,9,4,20,3,8,18,0.0,0,0,43.1,19,6,2,22
518,4,4,24,33.3,0,0,,11,4,8,27,3,6,24,0.0,0,0,,13,4,8,26
519,3,9,31,33.3,0,0,49.2,13,13,19,26,2,11,31,0.0,0,0,50.8,11,9,9,37
520,5,17,34,50.0,0,0,44.0,13,14,9,28,2,17,17,33.3,0,0,56.0,16,8,11,33
521,0,6,28,0.0,0,0,56.5,9,9,9,24,3,14,21,50.0,0,0,43.5,18,7,9,22
522,3,2,23,0.0,0,0,47.5,13,9,14,12,1,6,23,0.0,0,0,52.5,14,11,6,18
523,0,4,39,0.0,0,0,41.7,15,9,25,27,3,8,32,0.0,0,0,58.3,16,15,11,20
524,2,6,36,33.3,0,0,40.6,11,10,10,28,3,6,25,33.3,0,0,59.4,18,6,11,20
525,5,10,36,20.0,0,0,56.7,15,19,11,10,2,10,35,0.0,0,0,43.3,22,17,8,18
526,1,12,28,0.0,0,0,48.5,13,9,7,35,4,16,33,0.0,0,0,51.5,19,9,0,20
527,3,12,32,14.3,0,0,,14,7,3,15,3,16,32,0.0,0,0,,16,4,3,32
528,5,15,36,25.0,0,0,,10,3,19,22,3,15,21,25.0,0,0,,13,1,20,23
529,4,13,34,20.0,0,0,,15,8,6,21,3,15,23,25.0,0,0,,13,6,3,22
530,5,6,30,33.3,0,0,62.0,21,20,10,22,1,6,24,0.0,0,0,38.0,10,13,8,10
531,2,13,41,0.0,0,0,64.5,13,4,4,35,4,7,32,25.0,0,0,35.5,17,4,11,44
532,0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0.0,0,0,0,0
533,8,42,34,25.0,0,0,,14,5,4,16,5,32,36,0.0,0,0,,9,2,1,7
